Year,Total,Occupied,Vacant,Rate,Metro
2012,118776,100195,18581,0.156437327,"Gulfport-Biloxi, MS Metro Area"
2012,116023,104765,11258,0.097032485,"Hagerstown-Martinsburg, MD-WV Metro Area"
2012,51327,43653,7674,0.149511953,"Hammond, LA Micro Area"
2012,44193,40376,3817,0.086371145,"Hanford-Corcoran, CA Metro Area"
2012,242554,220146,22408,0.092383552,"Harrisburg-Carlisle, PA Metro Area"
2012,51711,45298,6413,0.124016167,"Harrisonburg, VA Metro Area"
2012,507150,468942,38208,0.075338657,"Hartford-West Hartford-East Hartford, CT Metro Area"
2012,61589,53480,8109,0.131663122,"Hattiesburg, MS Metro Area"
2012,35914,31494,4420,0.123071783,"Helena, MT Micro Area"
2012,162437,140419,22018,0.135547936,"Hickory-Lenoir-Morganton, NC Metro Area"
2012,83969,64925,19044,0.226797985,"Hilo, HI Micro Area"
2012,104075,72852,31223,0.300004804,"Hilton Head Island-Beaufort, SC Micro Area"
2012,33877,28309,5568,0.1643593,"Hinesville-Fort Stewart, GA Metro Area"
2012,24960,21241,3719,0.148998397,"Hobbs, NM Micro Area"
2012,103102,95048,8054,0.078116816,"Holland-Grand Haven, MI Metro Area"
2012,77913,58640,19273,0.247365651,"Homosassa Springs, FL Micro Area"
2012,339422,308072,31350,0.092362899,"Honolulu, HI Metro Area"
2012,50531,40656,9875,0.195424591,"Hot Springs, AR Metro Area"
2012,83200,74435,8765,0.105348558,"Houma-Bayou Cane-Thibodaux, LA Metro Area"
2012,2363507,2099897,263610,0.111533412,"Houston-Sugar Land-Baytown, TX Metro Area"
2012,130981,112510,18471,0.141020453,"Huntington-Ashland, WV-KY-OH Metro Area"
2012,185754,167556,18198,0.097968281,"Huntsville, AL Metro Area"
2012,24643,20414,4229,0.171610599,"Huntsville, TX Micro Area"
2012,28229,25462,2767,0.098019767,"Hutchinson, KS Micro Area"
2012,48900,43620,5280,0.10797546,"Idaho Falls, ID Metro Area"
2012,38221,34934,3287,0.085999843,"Indiana, PA Micro Area"
2012,766175,682276,83899,0.109503703,"Indianapolis-Carmel, IN Metro Area"
2012,66625,64540,2085,0.031294559,"Iowa City, IA Metro Area"
2012,41765,38269,3496,0.083706453,"Ithaca, NY Metro Area"
2012,69145,60420,8725,0.126184106,"Jackson, MI Metro Area"
2012,225413,196282,29131,0.129233895,"Jackson, MS Metro Area"
2012,49260,43040,6220,0.126268778,"Jackson, TN Metro Area"
2012,603371,508977,94394,0.156444377,"Jacksonville, FL Metro Area"
2012,72614,61842,10772,0.148346049,"Jacksonville, NC Metro Area"
2012,66736,51814,14922,0.223597459,"Jamestown-Dunkirk-Fredonia, NY Micro Area"
2012,68306,63287,5019,0.073478172,"Janesville, WI Metro Area"
2012,64351,57934,6417,0.09971873,"Jefferson City, MO Metro Area"
2012,94818,83530,11288,0.119049126,"Johnson City, TN Metro Area"
2012,65397,58228,7169,0.109622766,"Johnstown, PA Metro Area"
2012,52737,47481,5256,0.099664372,"Jonesboro, AR Metro Area"
2012,75134,68745,6389,0.085034738,"Joplin, MO Metro Area"
2012,70763,52120,18643,0.263456891,"Kahului-Wailuku, HI Micro Area"
2012,146650,128529,18121,0.123566314,"Kalamazoo-Portage, MI Metro Area"
2012,47181,37405,9776,0.207202052,"Kalispell, MT Micro Area"
2012,45152,41267,3885,0.0860427,"Kankakee-Bradley, IL Metro Area"
2012,885586,801060,84526,0.095446405,"Kansas City, MO-KS Metro Area"
2012,30129,22569,7560,0.25092104,"Kapaa, HI Micro Area"
2012,34751,30301,4450,0.128053869,"Keene, NH Micro Area"
2012,96339,90215,6124,0.063567195,"Kennewick-Pasco-Richland, WA Metro Area"
2012,52827,29241,23586,0.446476234,"Key West, FL Micro Area"
2012,164304,133995,30309,0.184469033,"Killeen-Temple-Fort Hood, TX Metro Area"
2012,147095,127704,19391,0.131826371,"Kingsport-Bristol-Bristol, TN-VA Metro Area"
2012,83706,70353,13353,0.159522615,"Kingston, NY Metro Area"
2012,32849,29287,3562,0.108435569,"Klamath Falls, OR Micro Area"
2012,318109,290393,27716,0.087127368,"Knoxville, TN Metro Area"
2012,45626,40571,5055,0.110792092,"Kokomo, IN Metro Area"
2012,57374,54799,2575,0.044880957,"La Crosse, WI-MN Metro Area"
2012,85741,79034,6707,0.078223954,"Lafayette, IN Metro Area"
2012,117313,106842,10471,0.089256945,"Lafayette, LA Metro Area"
2012,28204,24539,3665,0.129946107,"LaGrange, GA Micro Area"
2012,87483,77201,10282,0.117531406,"Lake Charles, LA Metro Area"
2012,28496,22636,5860,0.205642897,"Lake City, FL Micro Area"
2012,111481,79239,32242,0.289215203,"Lake Havasu City-Kingman, AZ Metro Area"
2012,281407,223507,57900,0.205751811,"Lakeland-Winter Haven, FL Metro Area"
2012,204755,194198,10557,0.05155918,"Lancaster, PA Metro Area"
2012,32690,28792,3898,0.119241358,"Lancaster, SC Micro Area"
2012,199079,181262,17817,0.089497134,"Lansing-East Lansing, MI Metro Area"
2012,75054,68980,6074,0.080928398,"Laredo, TX Metro Area"
2012,82918,73717,9201,0.11096505,"Las Cruces, NM Metro Area"
2012,849347,715837,133510,0.157191348,"Las Vegas-Paradise, NV Metro Area"
2012,35394,31722,3672,0.103746398,"Laurel, MS Micro Area"
2012,47371,43992,3379,0.071330561,"Lawrence, KS Metro Area"
2012,51295,43470,7825,0.152548981,"Lawton, OK Metro Area"
2012,100526,73012,27514,0.273700336,"Lebanon, NH-VT Micro Area"
2012,55755,52424,3331,0.059743521,"Lebanon, PA Metro Area"
2012,26956,25325,1631,0.06050601,"Lewiston, ID-WA Metro Area"
2012,49156,44641,4515,0.091850435,"Lewiston-Auburn, ME Metro Area"
2012,211522,191487,20035,0.09471828,"Lexington-Fayette, KY Metro Area"
2012,42381,39195,3186,0.075175196,"Lexington Park, MD Micro Area"
2012,44883,40366,4517,0.10063944,"Lima, OH Metro Area"
2012,129452,121906,7546,0.058291877,"Lincoln, NE Metro Area"
2012,33713,31298,2415,0.071634088,"Lincolnton, NC Micro Area"
2012,312301,277026,35275,0.112951928,"Little Rock-North Little Rock-Conway, AR Metro Area"
2012,42673,39798,2875,0.067372812,"Logan, UT-ID Metro Area"
2012,88137,75316,12821,0.145466717,"Longview, TX Metro Area"
2012,43419,38834,4585,0.105598931,"Longview, WA Metro Area"
2012,4497179,4227028,270151,0.060071214,"Los Angeles-Long Beach-Santa Ana, CA Metro Area"
2012,562932,510269,52663,0.093551264,"Louisville/Jefferson County, KY-IN Metro Area"
2012,120563,108426,12137,0.10066936,"Lubbock, TX Metro Area"
2012,36077,30199,5878,0.16292929,"Lufkin, TX Micro Area"
2012,52593,46555,6038,0.114806153,"Lumberton, NC Micro Area"
2012,113005,99273,13732,0.121516747,"Lynchburg, VA Metro Area"
2012,101972,84022,17950,0.176028714,"Macon, GA Metro Area"
2012,49422,41035,8387,0.169701752,"Madera-Chowchilla, CA Metro Area"
2012,254681,239964,14717,0.057786015,"Madison, WI Metro Area"
2012,166755,155260,11495,0.068933465,"Manchester-Nashua, NH Metro Area"
2012,52871,47675,5196,0.098276938,"Manhattan, KS Metro Area"
2012,37150,33926,3224,0.086783311,"Manitowoc, WI Micro Area"
2012,39477,36476,3001,0.076018948,"Mankato-North Mankato, MN Metro Area"
2012,54373,48529,5844,0.107479815,"Mansfield, OH Metro Area"
2012,44535,28638,15897,0.356955204,"Marinette, WI-MI Micro Area"
2012,30340,26803,3537,0.116578774,"Marion, IN Micro Area"
2012,27800,24496,3304,0.118848921,"Marion, OH Micro Area"
2012,30573,26863,3710,0.121348903,"Marion-Herrin, IL Micro Area"
2012,34361,27203,7158,0.208317569,"Marquette, MI Micro Area"
2012,27905,24368,3537,0.126751478,"Marshall, TX Micro Area"
2012,34122,31549,2573,0.075405896,"Marshfield-Wisconsin Rapids, WI Micro Area"
2012,33454,27623,5831,0.174299037,"Martinsville, VA Micro Area"
2012,48631,37206,11425,0.23493245,"Mayagüez, PR Metro Area"
2012,254809,222849,31960,0.125427281,"McAllen-Edinburg-Mission, TX Metro Area"
2012,44549,34792,9757,0.219017262,"Meadville, PA Micro Area"
2012,91186,80957,10229,0.112177308,"Medford, OR Metro Area"
2012,553512,484923,68589,0.123916013,"Memphis, TN-MS-AR Metro Area"
2012,83571,76451,7120,0.085197018,"Merced, CA Metro Area"
2012,47262,39399,7863,0.166370446,"Meridian, MS Micro Area"
2012,2469418,2024878,444540,0.180018126,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area"
2012,48552,43468,5084,0.104712473,"Michigan City-La Porte, IN Metro Area"
2012,36032,33235,2797,0.077625444,"Midland, MI Micro Area"
2012,55223,51216,4007,0.072560346,"Midland, TX Metro Area"
2012,670195,623682,46513,0.069402189,"Milwaukee-Waukesha-West Allis, WI Metro Area"
2012,1366489,1296603,69886,0.051142746,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
2012,33386,28554,4832,0.144731325,"Minot, ND Micro Area"
2012,50730,46384,4346,0.085669229,"Missoula, MT Metro Area"
2012,180484,156755,23729,0.131474258,"Mobile, AL Metro Area"
2012,179199,167497,11702,0.065301704,"Modesto, CA Metro Area"
2012,78250,67742,10508,0.13428754,"Monroe, LA Metro Area"
2012,62813,57506,5307,0.08448888,"Monroe, MI Metro Area"
2012,163262,142926,20336,0.124560522,"Montgomery, AL Metro Area"
2012,48694,28346,20348,0.417874892,"Morehead City, NC Micro Area"
2012,58905,49069,9836,0.166980732,"Morgantown, WV Metro Area"
2012,61550,52341,9209,0.149618197,"Morristown, TN Metro Area"
2012,35236,30543,4693,0.133187649,"Moses Lake, WA Micro Area"
2012,33588,29063,4525,0.134720734,"Mount Airy, NC Micro Area"
2012,28315,24663,3652,0.128977574,"Mount Pleasant, MI Micro Area"
2012,51611,44671,6940,0.134467458,"Mount Vernon-Anacortes, WA Metro Area"
2012,52175,46572,5603,0.107388596,"Muncie, IN Metro Area"
2012,73314,63860,9454,0.128952178,"Muskegon-Norton Shores, MI Metro Area"
2012,30898,26128,4770,0.154378924,"Muskogee, OK Micro Area"
2012,188590,118092,70498,0.373816215,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area"
2012,27686,24099,3587,0.129560066,"Nacogdoches, TX Micro Area"
2012,54736,48224,6512,0.118971061,"Napa, CA Metro Area"
2012,199397,123714,75683,0.379559372,"Naples-Marco Island, FL Metro Area"
2012,677223,616606,60617,0.089508183,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
2012,58984,50760,8224,0.139427641,"New Bern, NC Micro Area"
2012,40841,37154,3687,0.090276928,"New Castle, PA Micro Area"
2012,361884,330054,31830,0.087956362,"New Haven-Milford, CT Metro Area"
2012,29911,26359,3552,0.118752298,"New Iberia, LA Micro Area"
2012,541277,463402,77875,0.143872731,"New Orleans-Metairie-Kenner, LA Metro Area"
2012,40052,36699,3353,0.083716169,"New Philadelphia-Dover, OH Micro Area"
2012,7554367,6872526,681841,0.09025786,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area"
2012,76725,60223,16502,0.215079831,"Niles-Benton Harbor, MI Metro Area"
2012,403561,303355,100206,0.248304469,"North Port-Bradenton-Sarasota, FL Metro Area"
2012,33038,28646,4392,0.132937829,"North Wilkesboro, NC Micro Area"
2012,120993,105801,15192,0.125560983,"Norwich-New London, CT Metro Area"
2012,40458,32954,7504,0.185476296,"Oak Harbor, WA Micro Area"
2012,163729,133910,29819,0.18212412,"Ocala, FL Metro Area"
2012,98653,40470,58183,0.589774259,"Ocean City, NJ Metro Area"
2012,54309,49382,4927,0.090721612,"Odessa, TX Metro Area"
2012,189581,179915,9666,0.050986122,"Ogden-Clearfield, UT Metro Area"
2012,52149,42436,9713,0.18625477,"Ogdensburg-Massena, NY Micro Area"
2012,544644,484733,59911,0.110000294,"Oklahoma City, OK Metro Area"
2012,41047,32347,8700,0.211952152,"Olean, NY Micro Area"
2012,110057,102335,7722,0.070163642,"Olympia, WA Metro Area"
2012,367763,341740,26023,0.070760245,"Omaha-Council Bluffs, NE-IA Metro Area"
2012,35942,30937,5005,0.139252128,"Opelousas-Eunice, LA Micro Area"
2012,42341,34286,8055,0.190241137,"Orangeburg, SC Micro Area"
2012,950754,778693,172061,0.180973207,"Orlando-Kissimmee-Sanford, FL Metro Area"
2012,73780,67627,6153,0.083396584,"Oshkosh-Neenah, WI Metro Area"
2012,68864,61510,7354,0.106790195,"Ottawa-Streator, IL Micro Area"
2012,50096,46026,4070,0.081244011,"Owensboro, KY Metro Area"
2012,30167,27132,3035,0.100606623,"Owosso, MI Micro Area"
2012,281700,267877,13823,0.049069933,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
2012,47923,41442,6481,0.135237777,"Paducah, KY-IL Micro Area"
2012,36992,28230,8762,0.236862024,"Palatka, FL Micro Area"
2012,270773,218094,52679,0.194550417,"Palm Bay-Melbourne-Titusville, FL Metro Area"
2012,48918,36358,12560,0.256756204,"Palm Coast, FL Metro Area"
2012,99790,68653,31137,0.312025253,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area"
2012,75578,66271,9307,0.123144301,"Parkersburg-Marietta-Vienna, WV-OH Metro Area"
2012,69799,58424,11375,0.162967951,"Pascagoula, MS Metro Area"
2012,33837,29810,4027,0.119011733,"Pendleton-Hermiston, OR Micro Area"
2012,203515,172413,31102,0.152824116,"Pensacola-Ferry Pass-Brent, FL Metro Area"
2012,164543,152743,11800,0.071713777,"Peoria, IL Metro Area"
2012,2437382,2227140,210242,0.086257304,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
2012,1817083,1551267,265816,0.146287209,"Phoenix-Mesa-Glendale, AZ Metro Area"
2012,42051,35581,6470,0.153860788,"Pine Bluff, AR Metro Area"
2012,1102289,990931,111358,0.101024323,"Pittsburgh, PA Metro Area"
2012,68349,55420,12929,0.189161509,"Pittsfield, MA Metro Area"
2012,35900,32451,3449,0.096072423,"Plattsburgh, NY Micro Area"
2012,36453,33239,3214,0.088168326,"Pocatello, ID Metro Area"
2012,95221,81723,13498,0.141754445,"Ponce, PR Metro Area"
2012,35704,30044,5660,0.158525655,"Port Angeles, WA Micro Area"
2012,263856,213459,50397,0.19100191,"Portland-South Portland-Biddeford, ME Metro Area"
2012,931271,872878,58393,0.062702479,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
2012,215315,170309,45006,0.209023988,"Port St. Lucie, FL Metro Area"
2012,34051,28927,5124,0.150480162,"Portsmouth, OH Micro Area"
2012,69172,59338,9834,0.142167351,"Pottsville, PA Micro Area"
2012,257082,232334,24748,0.096265005,"Poughkeepsie-Newburgh-Middletown, NY Metro Area"
2012,111258,93697,17561,0.157840335,"Prescott, AZ Metro Area"
2012,692922,622066,70856,0.10225682,"Providence-New Bedford-Fall River, RI-MA Metro Area"
2012,155556,147329,8227,0.052887706,"Provo-Orem, UT Metro Area"
2012,69591,62388,7203,0.103504764,"Pueblo, CO Metro Area"
2012,100918,71811,29107,0.288422283,"Punta Gorda, FL Metro Area"
2012,34395,30703,3692,0.107341183,"Quincy, IL-MO Micro Area"
2012,82170,75752,6418,0.078106365,"Racine, WI Metro Area"
2012,476659,441987,34672,0.072739631,"Raleigh-Cary, NC Metro Area"
2012,57053,50646,6407,0.11229909,"Rapid City, SD Metro Area"
2012,164689,151291,13398,0.081353339,"Reading, PA Metro Area"
2012,77308,68165,9143,0.118267191,"Redding, CA Metro Area"
2012,187575,165964,21611,0.115212582,"Reno-Sparks, NV Metro Area"
2012,31219,27849,3370,0.107947084,"Richmond, IN Micro Area"
2012,534929,476759,58170,0.108743403,"Richmond, VA Metro Area"
2012,43188,37098,6090,0.141011392,"Richmond-Berea, KY Micro Area"
2012,1505250,1285948,219302,0.145691413,"Riverside-San Bernardino-Ontario, CA Metro Area"
2012,145689,129023,16666,0.114394361,"Roanoke, VA Metro Area"
2012,37033,29081,7952,0.214727405,"Roanoke Rapids, NC Micro Area"
2012,78975,73900,5075,0.064260842,"Rochester, MN Metro Area"
2012,456171,419798,36373,0.07973545,"Rochester, NY Metro Area"
2012,145731,130401,15330,0.105193816,"Rockford, IL Metro Area"
2012,67104,55868,11236,0.167441583,"Rocky Mount, NC Metro Area"
2012,40485,34373,6112,0.150969495,"Rome, GA Metro Area"
2012,48917,43348,5569,0.113845902,"Roseburg, OR Micro Area"
2012,26678,22944,3734,0.139965515,"Roswell, NM Micro Area"
2012,35324,29533,5791,0.163939531,"Russellville, AR Micro Area"
2012,874070,786864,87206,0.099770041,"Sacramento--Arden-Arcade--Roseville, CA Metro Area"
2012,86636,78010,8626,0.099566,"Saginaw-Saginaw Township North, MI Metro Area"
2012,78505,71971,6534,0.083230367,"St. Cloud, MN Metro Area"
2012,59405,48186,11219,0.188856157,"St. George, UT Metro Area"
2012,53657,47656,6001,0.111840021,"St. Joseph, MO-KS Metro Area"
2012,1240345,1108723,131622,0.10611725,"St. Louis, MO-IL Metro Area"
2012,152054,142746,9308,0.061215095,"Salem, OR Metro Area"
2012,138871,124171,14700,0.105853634,"Salinas, CA Metro Area"
2012,52310,44623,7687,0.14695087,"Salisbury, MD Metro Area"
2012,60125,51406,8719,0.145014553,"Salisbury, NC Micro Area"
2012,415896,380362,35534,0.085439629,"Salt Lake City, UT Metro Area"
2012,47723,43104,4619,0.096787712,"San Angelo, TX Metro Area"
2012,851567,766963,84604,0.099350961,"San Antonio-New Braunfels, TX Metro Area"
2012,1169225,1079653,89572,0.07660801,"San Diego-Carlsbad-San Marcos, CA Metro Area"
2012,37730,31739,5991,0.158786112,"Sandusky, OH Metro Area"
2012,1743711,1636828,106883,0.061296281,"San Francisco-Oakland-Fremont, CA Metro Area"
2012,68257,45276,22981,0.336683417,"San Germán-Cabo Rojo, PR Metro Area"
2012,654168,630849,23319,0.035646806,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
2012,1040872,855555,185317,0.178040143,"San Juan-Caguas-Guaynabo, PR Metro Area"
2012,117552,101897,15655,0.133175105,"San Luis Obispo-Paso Robles, CA Metro Area"
2012,152699,141639,11060,0.072430075,"Santa Barbara-Santa Maria-Goleta, CA Metro Area"
2012,104286,93253,11033,0.105795601,"Santa Cruz-Watsonville, CA Metro Area"
2012,71567,62311,9256,0.129333352,"Santa Fe, NM Metro Area"
2012,204760,184348,20412,0.099687439,"Santa Rosa-Petaluma, CA Metro Area"
2012,152992,132868,20124,0.131536289,"Savannah, GA Metro Area"
2012,258435,225527,32908,0.127335694,"Scranton--Wilkes-Barre, PA Metro Area"
2012,125700,77995,47705,0.379514718,"Seaford, DE Micro Area"
2012,32798,29089,3709,0.113086164,"Searcy, AR Micro Area"
2012,1478935,1375184,103751,0.070152508,"Seattle-Tacoma-Bellevue, WA Metro Area"
2012,76734,58950,17784,0.23176167,"Sebastian-Vero Beach, FL Metro Area"
2012,55210,39112,16098,0.291577613,"Sebring, FL Micro Area"
2012,38889,30688,8201,0.210882255,"Seneca, SC Micro Area"
2012,56190,36334,19856,0.353372486,"Sevierville, TN Micro Area"
2012,29434,26333,3101,0.105354352,"Shawnee, OK Micro Area"
2012,50640,46653,3987,0.078732227,"Sheboygan, WI Metro Area"
2012,43339,36818,6521,0.150464939,"Shelby, NC Micro Area"
2012,54021,47770,6251,0.115714259,"Sherman-Denison, TX Metro Area"
2012,57249,35488,21761,0.380111443,"Show Low, AZ Micro Area"
2012,176205,153275,22930,0.130132516,"Shreveport-Bossier City, LA Metro Area"
2012,59901,49983,9918,0.165573196,"Sierra Vista-Douglas, AZ Micro Area"
2012,59110,53573,5537,0.093672813,"Sioux City, IA-NE-SD Metro Area"
2012,97908,90466,7442,0.076010132,"Sioux Falls, SD Metro Area"
2012,38048,30048,8000,0.210260723,"Somerset, PA Micro Area"
2012,140839,121241,19598,0.139151797,"South Bend-Mishawaka, IN-MI Metro Area"
2012,44514,37060,7454,0.167452936,"Southern Pines-Pinehurst, NC Micro Area"
2012,123161,108569,14592,0.118479064,"Spartanburg, SC Metro Area"
2012,204024,189004,15020,0.07361879,"Spokane, WA Metro Area"
2012,95716,87490,8226,0.085941744,"Springfield, IL Metro Area"
2012,288112,263453,24659,0.085588243,"Springfield, MA Metro Area"
2012,193682,176987,16695,0.086197995,"Springfield, MO Metro Area"
2012,61260,54288,6972,0.11380999,"Springfield, OH Metro Area"
2012,63743,56980,6763,0.106097924,"State College, PA Metro Area"
2012,29353,26718,2635,0.089769359,"Statesboro, GA Micro Area"
2012,69365,58660,10705,0.154328552,"Statesville-Mooresville, NC Micro Area"
2012,53559,48860,4699,0.087735021,"Staunton-Waynesboro, VA Micro Area"
2012,57282,50663,6619,0.115551133,"Steubenville-Weirton, OH-WV Metro Area"
2012,30193,28270,1923,0.063690259,"Stevens Point, WI Micro Area"
2012,34301,29867,4434,0.129267368,"Stillwater, OK Micro Area"
2012,234605,215761,18844,0.080322244,"Stockton, CA Metro Area"
2012,46461,40321,6140,0.132153849,"Sumter, SC Metro Area"
2012,45026,39070,5956,0.132279128,"Sunbury, PA Micro Area"
2012,288598,257456,31142,0.107907886,"Syracuse, NY Metro Area"
2012,37195,31923,5272,0.141739481,"Talladega-Sylacauga, AL Micro Area"
2012,163754,140759,22995,0.140424051,"Tallahassee, FL Metro Area"
2012,1359858,1131949,227909,0.167597646,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
2012,74432,65165,9267,0.124502902,"Terre Haute, IN Metro Area"
2012,58267,53337,4930,0.0846105,"Texarkana, TX-Texarkana, AR Metro Area"
2012,58035,45122,12913,0.222503662,"The Villages, FL Micro Area"
2012,72772,63527,9245,0.12704062,"Thomasville-Lexington, NC Micro Area"
2012,300939,260332,40607,0.134934322,"Toledo, OH Metro Area"
2012,103975,93196,10779,0.103669151,"Topeka, KS Metro Area"
2012,87408,75593,11815,0.135170694,"Torrington, CT Micro Area"
2012,81240,58795,22445,0.276280158,"Traverse City, MI Micro Area"
2012,144051,132004,12047,0.083630103,"Trenton-Ewing, NJ Metro Area"
2012,52623,41632,10991,0.208863045,"Truckee-Grass Valley, CA Micro Area"
2012,444349,386104,58245,0.131079399,"Tucson, AZ Metro Area"
2012,45048,39891,5157,0.11447789,"Tullahoma, TN Micro Area"
2012,414786,369404,45382,0.109410636,"Tulsa, OK Metro Area"
2012,59164,51359,7805,0.131921439,"Tupelo, MS Micro Area"
2012,98715,77713,21002,0.212753887,"Tuscaloosa, AL Metro Area"
2012,39906,35887,4019,0.100711672,"Twin Falls, ID Micro Area"
2012,87755,78290,9465,0.107857102,"Tyler, TX Metro Area"
2012,40336,35203,5133,0.127256049,"Ukiah, CA Micro Area"
2012,137314,118135,19179,0.139672575,"Utica-Rome, NY Metro Area"
2012,57433,51065,6368,0.110877022,"Valdosta, GA Metro Area"
2012,153035,141139,11896,0.077733852,"Vallejo-Fairfield, CA Metro Area"
2012,50124,42565,7559,0.150806001,"Victoria, TX Metro Area"
2012,56242,50068,6174,0.109775613,"Vineland-Millville-Bridgeton, NJ Metro Area"
2012,692137,623964,68173,0.098496396,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
2012,143458,132614,10844,0.075590068,"Visalia-Porterville, CA Metro Area"
2012,96063,85171,10892,0.113383925,"Waco, TX Metro Area"
2012,59469,52832,6637,0.111604365,"Warner Robins, GA Metro Area"
2012,37242,29592,7650,0.205413243,"Warsaw, IN Micro Area"
2012,2241288,2085494,155794,0.069510924,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
2012,71771,66320,5451,0.075949896,"Waterloo-Cedar Falls, IA Metro Area"
2012,35235,32360,2875,0.081595005,"Watertown-Fort Atkinson, WI Micro Area"
2012,58197,45845,12352,0.212244617,"Watertown-Fort Drum, NY Micro Area"
2012,58011,52147,5864,0.101084277,"Wausau, WI Metro Area"
2012,51755,41750,10005,0.193314656,"Wenatchee-East Wenatchee, WA Metro Area"
2012,69259,61627,7632,0.110195065,"Wheeling, WV-OH Metro Area"
2012,51540,39758,11782,0.228599146,"Whitewater, WI Micro Area"
2012,264342,239925,24417,0.092368977,"Wichita, KS Metro Area"
2012,64959,56261,8698,0.133899845,"Wichita Falls, TX Metro Area"
2012,52533,45595,6938,0.132069366,"Williamsport, PA Metro Area"
2012,49140,43167,5973,0.121550672,"Willimantic, CT Micro Area"
2012,208373,152292,56081,0.269137556,"Wilmington, NC Metro Area"
2012,35611,31762,3849,0.108084581,"Wilson, NC Micro Area"
2012,57170,50815,6355,0.111159699,"Winchester, VA-WV Metro Area"
2012,216006,193105,22901,0.106020203,"Winston-Salem, NC Metro Area"
2012,45837,42246,3591,0.078342823,"Wooster, OH Micro Area"
2012,327427,300308,27119,0.082824569,"Worcester, MA Metro Area"
2012,86032,78472,7560,0.087874279,"Yakima, WA Metro Area"
2012,43735,30718,13017,0.297633474,"Yauco, PR Metro Area"
2012,179687,168508,11179,0.062213738,"York-Hanover, PA Metro Area"
2012,258806,229328,29478,0.113899987,"Youngstown-Warren-Boardman, OH-PA Metro Area"
2012,61489,56101,5388,0.087625429,"Yuba City, CA Metro Area"
2012,88972,70895,18077,0.20317628,"Yuma, AZ Metro Area"
2012,37867,33675,4192,0.110703251,"Zanesville, OH Micro Area"
2013,35090,26815,8275,0.235822172,"Aberdeen, WA Micro Area"
2013,69699,60588,9111,0.130719236,"Abilene, TX Metro Area"
2013,43294,37270,6024,0.139141682,"Adrian, MI Micro Area"
2013,145621,110765,34856,0.239361081,"Aguadilla-Isabela, PR Metro Area"
2013,312382,281324,31058,0.099423142,"Akron, OH Metro Area"
2013,30775,23176,7599,0.246921202,"Alamogordo, NM Micro Area"
2013,66184,56505,9679,0.146243805,"Albany, GA Metro Area"
2013,48832,43911,4921,0.100774083,"Albany, OR Metro Area"
2013,394983,347942,47041,0.119096265,"Albany-Schenectady-Troy, NY Metro Area"
2013,40158,33738,6420,0.159868519,"Albertville, AL Micro Area"
2013,376330,336614,39716,0.105535036,"Albuquerque, NM Metro Area"
2013,65505,55320,10185,0.155484314,"Alexandria, LA Metro Area"
2013,342901,313226,29675,0.086541013,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
2013,55911,51284,4627,0.082756524,"Altoona, PA Metro Area"
2013,106385,96382,10003,0.094026413,"Amarillo, TX Metro Area"
2013,37530,36340,1190,0.031707967,"Ames, IA Metro Area"
2013,155006,133717,21289,0.137343071,"Anchorage, AK Metro Area"
2013,148451,137728,10723,0.072232589,"Ann Arbor, MI Metro Area"
2013,53060,43851,9209,0.173558236,"Anniston-Oxford-Jacksonville, AL Metro Area"
2013,94305,89376,4929,0.052266582,"Appleton, WI Metro Area"
2013,82605,68222,14383,0.174117789,"Arecibo, PR Metro Area"
2013,215388,182426,32962,0.153035452,"Asheville, NC Metro Area"
2013,45751,39393,6358,0.13896964,"Ashtabula, OH Micro Area"
2013,39575,28070,11505,0.290713834,"Athens, TX Micro Area"
2013,81293,71847,9446,0.116196967,"Athens-Clarke County, GA Metro Area"
2013,2191764,1954348,237416,0.108321881,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
2013,127288,101721,25567,0.200859468,"Atlantic City-Hammonton, NJ Metro Area"
2013,36243,30784,5459,0.150622189,"Auburn, NY Micro Area"
2013,64625,56840,7785,0.120464217,"Auburn-Opelika, AL Metro Area"
2013,245369,204221,41148,0.167698446,"Augusta-Richmond County, GA-SC Metro Area"
2013,61094,50670,10424,0.17062232,"Augusta-Waterville, ME Micro Area"
2013,743024,688938,54086,0.072791727,"Austin-Round Rock, TX Metro Area"
2013,288383,257183,31200,0.108189456,"Bakersfield, CA Metro Area"
2013,1142386,1037921,104465,0.091444573,"Baltimore-Columbia-Towson, MD Metro Area"
2013,73901,62039,11862,0.160512036,"Bangor, ME Metro Area"
2013,160975,94479,66496,0.413082777,"Barnstable Town, MA Metro Area"
